,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.709,0.709,0.18,开放申购,开放赎回,
1,2025-07-07,0.7077,0.7077,-2.1,开放申购,开放赎回,
2,2025-07-04,0.7229,0.7229,1.01,开放申购,开放赎回,
3,2025-07-03,0.7157,0.7157,2.45,开放申购,开放赎回,
4,2025-07-02,0.6986,0.6986,-0.37,开放申购,开放赎回,
5,2025-07-01,0.7012,0.7012,0.98,暂停申购,暂停赎回,
6,2025-06-30,0.6944,0.6944,1.02,开放申购,开放赎回,
7,2025-06-27,0.6874,0.6874,-1.01,开放申购,开放赎回,
8,2025-06-26,0.6944,0.6944,-1.74,开放申购,开放赎回,
9,2025-06-25,0.7067,0.7067,0.48,开放申购,开放赎回,
10,2025-06-24,0.7033,0.7033,1.78,开放申购,开放赎回,
11,2025-06-23,0.691,0.691,1.6,开放申购,开放赎回,
12,2025-06-20,0.6801,0.6801,0.15,开放申购,开放赎回,
13,2025-06-19,0.6791,0.6791,-1.98,开放申购,开放赎回,
14,2025-06-18,0.6928,0.6928,-0.6,开放申购,开放赎回,
15,2025-06-17,0.697,0.697,-3.14,开放申购,开放赎回,
16,2025-06-16,0.7196,0.7196,-0.96,开放申购,开放赎回,
17,2025-06-13,0.7266,0.7266,-1.52,开放申购,开放赎回,
18,2025-06-12,0.7378,0.7378,3.33,开放申购,开放赎回,
19,2025-06-11,0.714,0.714,-0.65,开放申购,开放赎回,
20,2025-06-10,0.7187,0.7187,1.08,开放申购,开放赎回,
21,2025-06-09,0.711,0.711,3.12,开放申购,开放赎回,
22,2025-06-06,0.6895,0.6895,0.19,开放申购,开放赎回,
23,2025-06-05,0.6882,0.6882,-1.26,开放申购,开放赎回,
24,2025-06-04,0.697,0.697,2.35,开放申购,开放赎回,
25,2025-06-03,0.681,0.681,0.62,开放申购,开放赎回,
26,2025-05-30,0.6768,0.6768,0.27,开放申购,开放赎回,
27,2025-05-29,0.675,0.675,3.56,开放申购,开放赎回,
28,2025-05-28,0.6518,0.6518,-0.49,开放申购,开放赎回,
29,2025-05-27,0.655,0.655,1.9,开放申购,开放赎回,
30,2025-05-26,0.6428,0.6428,-1.82,开放申购,开放赎回,
31,2025-05-23,0.6547,0.6547,0.35,开放申购,开放赎回,
32,2025-05-22,0.6524,0.6524,-0.31,开放申购,开放赎回,
33,2025-05-21,0.6544,0.6544,1.66,开放申购,开放赎回,
34,2025-05-20,0.6437,0.6437,2.13,开放申购,开放赎回,
35,2025-05-19,0.6303,0.6303,0.21,开放申购,开放赎回,
36,2025-05-16,0.629,0.629,1.09,开放申购,开放赎回,
37,2025-05-15,0.6222,0.6222,-0.06,开放申购,开放赎回,
38,2025-05-14,0.6226,0.6226,0.99,开放申购,开放赎回,
39,2025-05-13,0.6165,0.6165,1.03,开放申购,开放赎回,
40,2025-05-12,0.6102,0.6102,-2.38,开放申购,开放赎回,
41,2025-05-09,0.6251,0.6251,0.32,开放申购,开放赎回,
42,2025-05-08,0.6231,0.6231,0.26,开放申购,开放赎回,
43,2025-05-07,0.6215,0.6215,-2.37,开放申购,开放赎回,
44,2025-05-06,0.6366,0.6366,0.38,开放申购,开放赎回,
45,2025-04-30,0.6342,0.6342,0.92,开放申购,开放赎回,
46,2025-04-29,0.6284,0.6284,0.71,开放申购,开放赎回,
47,2025-04-28,0.624,0.624,-0.75,开放申购,开放赎回,
48,2025-04-25,0.6287,0.6287,-0.73,开放申购,开放赎回,
49,2025-04-24,0.6333,0.6333,1.17,开放申购,开放赎回,
50,2025-04-23,0.626,0.626,0.53,开放申购,开放赎回,
51,2025-04-22,0.6227,0.6227,3.18,开放申购,开放赎回,
52,2025-04-21,0.6035,0.6035,0.99,暂停申购,暂停赎回,
53,2025-04-18,0.5976,0.5976,-0.15,暂停申购,暂停赎回,
54,2025-04-17,0.5985,0.5985,0.02,开放申购,开放赎回,
55,2025-04-16,0.5984,0.5984,-1.55,开放申购,开放赎回,
56,2025-04-15,0.6078,0.6078,-0.67,开放申购,开放赎回,
57,2025-04-14,0.6119,0.6119,2.63,开放申购,开放赎回,
58,2025-04-11,0.5962,0.5962,2.02,开放申购,开放赎回,
59,2025-04-10,0.5844,0.5844,2.11,开放申购,开放赎回,
